item_name,qty_sold(kg)
Green Hot Peppers (Bag),1.0
Yunnan Lettuce (Bag),1.0
Caixin (Bag),1.0
Xixia Xianggu Mushroom (2),0.17
Garden Chrysanthemum,0.214
Xiaozhoupi (Bag),1.0
Garden Chrysanthemum,0.389
Jigu (Bag),1.0
The Local Yellow Youcai,0.54
Zhijiang Qinggengsanhua,0.404
Needle Mushroom (Box),1.0
Zhijiang Qinggengsanhua,0.48
Zhijiang Qinggengsanhua,0.622
Xiaozhoupi (Bag),1.0
Zhijiang Qinggengsanhua,0.448
Yunnan Leaf Lettuce (Bag),1.0
Cabbage Stem (Bag),1.0
Jigu (Bag),1.0
Needle Mushroom (Box),1.0
Muercai,0.698
Honghu Lotus Root Powder (Fenou),1.0
Broccoli,0.385
Zhijiang Qinggengsanhua,0.36
Broccoli,0.393
Xixia Xianggu Mushroom (2),0.123
Apricot Bao Mushroom (2),0.234
Red Pepper (2),0.177
Honghu Lotus Root Powder (Fenou),1.0
Xiaozhoupi (Bag),1.0
Millet Pepper (Bag),1.0
Huangbaicai (2),0.201
Huangxincai (2),0.21
Xixia Xianggu Mushroom (2),0.195
Yunnan Lettuce (Bag),1.0
Xixia Xianggu Mushroom (2),0.208
Needle Mushroom (Box),1.0
Needle Mushroom (Box),1.0
Yunnan Lettuce (Bag),1.0
Broccoli,0.56
Zhijiang Qinggengsanhua,0.579
Ginger And Xiaomijiao Mix (Small Bag),1.0
Millet Pepper (Bag),1.0
Xiaozhoupi (Bag),1.0
Zhuyecai,0.455
Yunnan Leaf Lettuce (Bag),1.0
Wuhu Green Pepper (1),0.263
Spinach (Bag),1.0
Spinach (Bag),1.0
Shanghai Green (Bag),1.0
Hongshujian,0.227
Yunnan Lettuce (Bag),1.0
Green Hot Peppers (Bag),1.0
Xixia Black Mushroom (1),0.188
Garden Chrysanthemum,0.226
Muercai,0.252
Yunnan Lettuce (Bag),1.0
Fresh Edible Fungus (Bag),1.0
Yunnan Lettuce (Bag),1.0
The Local Yellow Youcai,0.522
Xixia Black Mushroom (1),0.145
Apricot Bao Mushroom (2),0.348
Broccoli,0.41
Millet Pepper (Bag),1.0
Needle Mushroom (2),0.448
Zhuyecai,0.404
Xiaoqingcai (Bag),1.0
Millet Pepper (Bag),1.0
Broccoli,0.987
Broccoli,0.368
Green Hot Peppers (Bag),1.0
Xixia Black Mushroom (1),0.13
Sweet Chinese Cabbage,0.36
Honghu Lotus Root Powder (Fenou),1.0
Honghu Lotus Root Powder (Fenou),1.0
Zhijiang Qinggengsanhua,0.469
Caidian Quinoa Artemisia,0.207
Caidian Quinoa Artemisia,0.293
Yunnan Lettuce (Bag),1.0
Yunnan Lettuce (Bag),1.0
Millet Pepper (Bag),1.0
Zhijiang Qinggengsanhua,0.721
Sweet Chinese Cabbage,0.437
Zhijiang Qinggengsanhua,0.404
Apricot Bao Mushroom (2),0.234
Broccoli,0.41
Wuhu Green Pepper (1),0.282
Yuxingcao (Bag),1.0
Xixia Black Mushroom (1),0.221
Zhijiang Qinggengsanhua,0.622
Broccoli,0.385
Zhijiang Qinggengsanhua,0.295
Yunnan Lettuce (Bag),1.0
Wuhu Green Pepper (1),0.32
Wuhu Green Pepper (1),0.238
Broccoli,0.368
Caidian Quinoa Artemisia,0.283
Wuhu Green Pepper (1),0.357
Zhuyecai,0.505
Hongshujian,0.48
Luosi Pepper (Bag),1.0
Cabbage Stem (Bag),1.0
Zhuyecai,0.455
Yunnan Lettuce (Bag),1.0
Zhijiang Qinggengsanhua,0.437
The Local Yellow Youcai,0.504
Cabbage Stem (Bag),1.0
Spinach (Bag),1.0
Needle Mushroom (2),0.501
Cabbage Stem (Bag),1.0
Millet Pepper (Bag),1.0
Needle Mushroom (2),0.512
Yunnan Lettuce (Bag),1.0
The Local Yellow Youcai,0.342
Zhijiang Qinggengsanhua,0.415
Wuhu Green Pepper (1),0.432
Apricot Bao Mushroom (2),0.314
Green Hot Peppers (Bag),1.0
Wuhu Green Pepper (1),0.251
Broccoli,0.677
Xixia Black Mushroom (1),0.156
Xixia Black Mushroom (1),0.101
Yunnan Lettuce (Bag),1.0
Spinach (Bag),1.0
Xiaoqingcai (Bag),1.0
Broccoli,0.343
Red Bell Pepper (2),0.177
Huangxincai (2),0.629
Cabbage Stem (Bag),1.0
The Local Yellow Youcai,0.252
Millet Pepper (Bag),1.0
Jigu (Bag),1.0
Broccoli,0.669
Sweet Chinese Cabbage,0.535
Yunnan Lettuce (Bag),1.0
Yunnan Leaf Lettuce (Bag),1.0
Fresh Edible Fungus (Bag),1.0
Xixia Black Mushroom (1),0.228
Xiaoqingcai (Bag),1.0
Cabbage Stem (Bag),1.0
Garden Chrysanthemum,0.389
Xiaozhoupi (Bag),1.0
Huangxincai (2),0.391
Zhijiang Qinggengsanhua,0.338
Zhijiang Qinggengsanhua,0.262
Zhijiang Qinggengsanhua,0.328
Millet Pepper (Bag),1.0
Xixia Black Mushroom (1),0.228
Green Hot Peppers (Bag),1.0
Zhijiang Qinggengsanhua,0.415
Apricot Bao Mushroom (2),0.254
Wuhu Green Pepper (1),0.445
Zhijiang Qinggengsanhua,0.338
Broccoli,0.669
Yunnan Leaf Lettuce (Bag),1.0
Xiaozhoupi (Bag),1.0
Millet Pepper (Bag),1.0
Yunnan Leaf Lettuce (Bag),1.0
Caixin (Bag),1.0
Yunnan Leaf Lettuce (Bag),1.0
Yuxingcao (Bag),1.0
Needle Mushroom (Box),1.0
Broccoli,0.351
Wuhu Green Pepper (1),0.376
Xiaoqingcai (Bag),1.0
Xiaoqingcai (Bag),1.0
Xiaozhoupi (Bag),1.0
Huangxincai (2),0.321
Huangxincai (2),0.237
Yunnan Leaf Lettuce (Bag),1.0
Wuhu Green Pepper (1),0.389
Xiaoqingcai (Bag),1.0
Wuhu Green Pepper (1),0.307
Broccoli,0.544
Xixia Black Mushroom (1),0.228
Xiaoqingcai (Bag),1.0
Huangxincai (2),0.475
Xixia Black Mushroom (1),0.203
Hongshujian,0.227
Huangxincai (2),0.67
Needle Mushroom (Box),1.0
Haixian Mushroom (Bag),1.0
Yunnan Lettuce (Bag),1.0
Huangxincai (2),0.265
Huangxincai (2),0.391
Yunnan Lettuce (Bag),1.0
Yunnan Leaf Lettuce (Bag),1.0
Huangbaicai (2),0.319
Yunnan Lettuce (Bag),1.0
Hongshujian,0.253
Broccoli,0.326
Needle Mushroom (Box),1.0
Honghu Lotus Root Powder (Fenou),1.0
Yunnan Lettuce (Bag),1.0
Xiaoqingcai (Bag),1.0
Xixia Black Mushroom (1),0.217
Haixian Mushroom (Bag),1.0
Spinach (Bag),1.0
Xiaoqingcai (Bag),1.0
Haixian Mushroom (Bag),1.0
Yunnan Lettuce (Bag),1.0
Cabbage Stem (Bag),1.0
Garden Chrysanthemum,0.138
Hongshujian,0.505
Broccoli,0.368
Xiaozhoupi (Bag),1.0
Xixia Black Mushroom (1),0.17
Wuhu Green Pepper (1),0.157
Honghu Lotus Root Powder (Fenou),1.0
Red Hang Pepper (Bag),1.0
Net Lotus Root (3),0.648
Zhijiang Qinggengsanhua,0.426
Wuhu Green Pepper (1),0.558
Xixia Black Mushroom (1),0.12
Huangxincai (2),0.349
Yuxingcao (Bag),1.0
Red Hang Pepper (Bag),1.0
Luosi Pepper (Bag),1.0
Wuhu Green Pepper (1),0.175
Yunnan Leaf Lettuce (Bag),1.0
Needle Mushroom (Box),1.0
Net Lotus Root (3),0.807
Xiaoqingcai (Bag),1.0
Caixin (Bag),1.0
Wuhu Green Pepper (1),0.295
Apricot Bao Mushroom (2),0.308
Spinach (Bag),1.0
Millet Pepper (Bag),1.0
Zhuyecai,0.606
Honghu Lotus Root Powder (Fenou),1.0
Broccoli,0.527
Zhuyecai,0.556
Ginger And Xiaomijiao Mix (Small Bag),1.0
Shanghai Green (Bag),1.0
Needle Mushroom (Box),1.0
Shanghai Green (Bag),1.0
Yuxingcao (Bag),1.0
Huangbaicai (2),0.336
Caidian Quinoa Artemisia,0.227
Zhijiang Qinggengsanhua,0.633
Yunnan Lettuce (Bag),1.0
Xiaoqingcai (Bag),1.0
Wuhu Green Pepper (1),0.295
Millet Pepper (Bag),1.0
Wuhu Green Pepper (1),0.138
Zhijiang Qinggengsanhua,0.371
Needle Mushroom (2),0.295
Xixia Black Mushroom (1),0.105
Zhijiang Qinggengsanhua,0.382
Yunnan Lettuce (Bag),1.0
Broccoli,0.995
Broccoli,0.502
Spinach (Bag),1.0
Xiaoqingcai (Bag),1.0
Millet Pepper (Bag),1.0
High Melon (2),0.318
Zhijiang Qinggengsanhua,0.284
Xiaozhoupi (Bag),1.0
Yunnan Lettuce (Bag),1.0
Broccoli,0.435
Xixia Black Mushroom (1),0.199
Zhijiang Qinggengsanhua,0.382
Broccoli,0.552
Xiaoqingcai (Bag),1.0
Yunnan Lettuce (Bag),1.0
Xiaozhoupi (Bag),1.0
Cabbage Stem (Bag),1.0
Zhijiang Qinggengsanhua,0.328
Huangxincai (2),0.224
Huangxincai (2),0.21
Broccoli,0.736
Broccoli,0.41
Yunnan Lettuce (Bag),1.0
Cabbage Stem (Bag),1.0
Cabbage Stem (Bag),1.0
Huangbaicai (2),0.671
Red Hang Pepper (Bag),1.0
Broccoli,0.401
Yunnan Leaf Lettuce (Bag),1.0
Zhijiang Qinggengsanhua,0.448
Yunnan Lettuce (Bag),1.0
Yunnan Leaf Lettuce (Bag),1.0
Yunnan Leaf Lettuce (Bag),1.0
Spinach (Bag),1.0
Red Hang Pepper (Bag),1.0
Yunnan Lettuce (Bag),1.0
Xiaoqingcai (Bag),1.0
Huangxincai (2),0.433
Fresh Edible Fungus (Bag),1.0
Cabbage Stem (Bag),1.0
High Melon (2),0.23
Zhijiang Qinggengsanhua,0.775
Wuhu Green Pepper (1),0.219
Needle Mushroom (Box),1.0
Yunnan Leaf Lettuce (Bag),1.0
Xixia Black Mushroom (1),0.254
Broccoli,0.36
Cabbage Stem (Bag),1.0
Yunnan Leaf Lettuce (Bag),1.0
Yunnan Leaf Lettuce (Bag),1.0
Zhijiang Qinggengsanhua,0.513
Xiaoqingcai (Bag),1.0
Cabbage Stem (Bag),1.0
Needle Mushroom (2),0.501
Yunnan Leaf Lettuce (Bag),1.0
Wuhu Green Pepper (1),0.389
Apricot Bao Mushroom (2),0.321
Net Lotus Root (3),0.635
Zhijiang Qinggengsanhua,0.502
Xixia Black Mushroom (1),0.207
Xiaozhoupi (Bag),1.0
Caixin (Bag),1.0
Wuhu Green Pepper (1),0.201
Yunnan Leaf Lettuce (Bag),1.0
Yunnan Leaf Lettuce (Bag),1.0
Sweet Chinese Cabbage,0.622
Net Lotus Root (3),0.529
Net Lotus Root (3),0.41
Needle Mushroom (2),0.496
Needle Mushroom (2),0.517
Yunnan Lettuce (Bag),1.0
Xixia Black Mushroom (1),0.254
Yunnan Leaf Lettuce (Bag),1.0
High Melon (2),0.274
Huangxincai (2),0.531
Shanghai Green (Bag),1.0
Shanghai Green (Bag),1.0
Yunnan Lettuce (Bag),1.0
High Melon (2),0.25
Cabbage Stem (Bag),1.0
Spinach (Bag),1.0
Needle Mushroom (Box),1.0
Caixin (Bag),1.0
Yunnan Lettuce (Bag),1.0
Needle Mushroom (Box),1.0
Xiaoqingcai (Bag),1.0
Cabbage Stem (Bag),1.0
Xixia Black Mushroom (1),0.181
Xixia Black Mushroom (1),0.283
Shanghai Green (Bag),1.0
Zhijiang Qinggengsanhua,0.513
Needle Mushroom (2),0.496
Honghu Lotus Root Powder (Fenou),1.0
Red Bell Pepper (2),0.167
Wuhu Green Pepper (1),0.138
Cabbage Stem (Bag),1.0
Xiaozhoupi (Bag),1.0
Huangxincai (2),0.377
Yunnan Leaf Lettuce (Bag),1.0
Xixia Black Mushroom (1),0.228
High Melon (2),0.203
Zhijiang Qinggengsanhua,0.48
Yunnan Leaf Lettuce (Bag),1.0
Shanghai Green (Bag),1.0
Yunnan Leaf Lettuce (Bag),1.0
Caixin (Bag),1.0
Xixia Black Mushroom (1),0.207
Sweet Chinese Cabbage,0.459
Caixin (Bag),1.0
Xiaozhoupi (Bag),1.0
Xiaoqingcai (Bag),1.0
Shanghai Green (Bag),1.0
Broccoli,0.468
Sweet Chinese Cabbage,0.611
Caixin (Bag),1.0
Xiaoqingcai (Bag),1.0
Foreign Garland Chrysanthemum  (Bag),1.0
Yunnan Lettuce (Bag),1.0
Cabbage Stem (Bag),1.0
Yunnan Leaf Lettuce (Bag),1.0
Cabbage Stem (Bag),1.0
Shanghai Green (Bag),1.0
Shanghai Green (Bag),1.0
Shanghai Green (Bag),1.0
Net Lotus Root (3),0.423
Zhijiang Qinggengsanhua,0.437
Wuhu Green Pepper (1),0.282
Jigu (Bag),1.0
Apricot Bao Mushroom (2),0.287
Zhijiang Qinggengsanhua,0.382
Zhijiang Qinggengsanhua,0.448
Sweet Chinese Cabbage,0.535
Sweet Chinese Cabbage,0.535
Xiaozhoupi (Bag),1.0
Yunnan Lettuce (Bag),1.0
Xiaozhoupi (Bag),1.0
Cabbage Stem (Bag),1.0
Wuhu Green Pepper (1),0.833
Huangbaicai (2),0.503
Fresh Edible Fungus (Bag),1.0
Spinach (Bag),1.0
Spinach (Bag),1.0
Yunnan Lettuce (Bag),1.0
Cabbage Stem (Bag),1.0
Xiaozhoupi (Bag),1.0
Honghu Lotus Root Powder (Fenou),1.0
Shanghai Green (Bag),1.0
Zhijiang Qinggengsanhua,0.382
Zhijiang Qinggengsanhua,0.59
Sweet Chinese Cabbage,0.611
Yunnan Lettuce (Bag),1.0
Net Lotus Root (3),0.675
Huangxincai (2),0.419
Needle Mushroom (Box),1.0
Zhijiang Qinggengsanhua,0.382
Xiaoqingcai (Bag),1.0
Yunnan Lettuce (Bag),1.0
Yunnan Lettuce (Bag),1.0
Spinach (Bag),1.0
Cabbage Stem (Bag),1.0
Red Pepper (2),0.232
Broccoli,0.41
Red Bell Pepper (2),0.237
Wuhu Green Pepper (1),0.288
Needle Mushroom (Box),1.0
Cabbage Stem (Bag),1.0
Hongshujian,0.328
Zhuyecai,0.631
Zhijiang Qinggengsanhua,0.338
The Local Yellow Youcai,0.666
Needle Mushroom (2),0.28
Red Pepper (2),0.278
Broccoli,0.368
Yunnan Lettuce (Bag),1.0
Xiaoqingcai (Bag),1.0
Xixia Black Mushroom (1),0.188
Green Hot Peppers (Bag),1.0
Red Pepper (2),0.187
Zhuyecai,0.581
Honghu Lotus Root Powder (Fenou),1.0
Zhijiang Qinggengsanhua,0.36
Wuhu Green Pepper (1),0.107
Xixia Xianggu Mushroom (2),0.203
The Local Yellow Youcai,0.324
Millet Pepper (Bag),1.0
Jigu (Bag),1.0
Yunnan Leaf Lettuce (Bag),1.0
Green Hot Peppers (Bag),1.0
The Local Yellow Youcai,0.684
Xiaoqingcai (Bag),1.0
Zhijiang Qinggengsanhua,0.404
Huangbaicai (2),0.571
Xixia Black Mushroom (1),0.257
Zhijiang Qinggengsanhua,0.437
Green And Red Hang Pepper Mix (Bag),1.0
Net Lotus Root (3),0.265
Muercai,0.678
Caixin (Bag),1.0
Millet Pepper (Bag),1.0
Foreign Garland Chrysanthemum  (Bag),1.0
Luosi Pepper (Bag),1.0
Jigu (Bag),1.0
Zhijiang Qinggengsanhua,0.404
Wuhu Green Pepper (1),0.175
Broccoli,0.326
Wuhu Green Pepper (1),0.244
Zhuyecai,0.455
Xiaoqingcai (Bag),1.0
Cabbage Stem (Bag),1.0
Garden Chrysanthemum,0.289
Needle Mushroom (Box),1.0
Sweet Chinese Cabbage,0.317
Sweet Chinese Cabbage,0.251
Zhijiang Qinggengsanhua,0.328
Apricot Bao Mushroom (2),0.281
Yunnan Leaf Lettuce (Bag),1.0
Millet Pepper (Bag),1.0
Broccoli,0.276
Caixin (Bag),1.0
Zhijiang Qinggengsanhua,0.6
Huangxincai (2),0.74
Luosi Pepper (Bag),1.0
Red Hot Peppers (Bag),1.0
Millet Pepper (Bag),1.0
Caixin (Bag),1.0
Caixin (Bag),1.0
Broccoli,0.426
Zhijiang Qinggengsanhua,0.415
Huangbaicai (2),0.52
Cabbage Stem (Bag),1.0
Broccoli,0.376
Wuhu Green Pepper (1),0.219
Zhijiang Qinggengsanhua,0.393
Zhuyecai,0.581
Apricot Bao Mushroom (2),0.261
Fresh Edible Fungus (Bag),1.0
7 Colour Pepper (2),0.191
Sweet Chinese Cabbage,0.415
Garden Chrysanthemum,0.251
The Local Yellow Youcai,0.432
Wuhu Green Pepper (1),0.257
Broccoli,0.393
Zhuyecai,0.581
Spinach (Bag),1.0
The Local Yellow Youcai,0.162
Wuhu Green Pepper (1),0.332
Broccoli,0.46
Sweet Chinese Cabbage,0.546
Honghu Lotus Root Powder (Fenou),1.0
Xixia Black Mushroom (1),0.275
Xiaoqingcai (Bag),1.0
Honghu Lotus Root Powder (Fenou),1.0
Red Bell Pepper (2),0.222
Jigu (Bag),1.0
Xiaoqingcai (Bag),1.0
Cabbage Stem (Bag),1.0
Xixia Black Mushroom (1),0.127
The Local Yellow Youcai,0.36
Red Pepper (2),0.187
Muercai,0.659
Honghu Lotus Root Powder (Fenou),1.0
Muercai,0.349
Cabbage Stem (Bag),1.0
Broccoli,0.393
Spinach (Bag),1.0
Luosi Pepper (Bag),1.0
The Local Yellow Youcai,0.396
Red Pepper (2),0.263
Huangxincai (2),0.475
Huangxincai (2),0.615
Millet Pepper (Bag),1.0
Wuhu Green Pepper (1),0.351
Sweet Chinese Cabbage,0.459
Xiaoqingcai (Bag),1.0
The Local Yellow Youcai,0.27
Zhuyecai,0.631
Broccoli,0.368
Xiaoqingcai (Bag),1.0
Zhijiang Qinggengsanhua,0.459
Wuhu Green Pepper (1),0.307
Cabbage Stem (Bag),1.0
Cabbage Stem (Bag),1.0
Muercai,0.368
Xiaoqingcai (Bag),1.0
Wuhu Green Pepper (1),0.282
Yunnan Leaf Lettuce (Bag),1.0
The Local Yellow Youcai,0.612
Spinach (Bag),1.0
Needle Mushroom (Box),1.0
Luosi Pepper (Bag),1.0
Luosi Pepper (Bag),1.0
Zhuyecai,0.505
Honghu Lotus Root Powder (Fenou),1.0
Xixia Xianggu Mushroom (2),0.199
The Local Yellow Youcai,0.306
Sweet Chinese Cabbage,0.59
The Local Yellow Youcai,0.144
Shanghai Green (Bag),1.0
Xixia Black Mushroom (1),0.178
Xixia Black Mushroom (1),0.275
Needle Mushroom (2),0.469
Zhijiang Qinggengsanhua,0.48
Zhijiang Qinggengsanhua,0.491
Needle Mushroom (Box),1.0
Broccoli,0.368
Wuhu Green Pepper (1),0.138
Needle Mushroom (Box),1.0
Apricot Bao Mushroom (2),0.354
Xixia Black Mushroom (1),0.192
Needle Mushroom (2),0.438
Cabbage Stem (Bag),1.0
Cabbage Stem (Bag),1.0
Wuhu Green Pepper (1),0.395
Jigu (Bag),1.0
Huangxincai (2),0.475
Huangxincai (2),0.349
Zhijiang Qinggengsanhua,0.371
The Local Yellow Youcai,1.133
Xixia Black Mushroom (1),0.185
Fresh Edible Fungus (Bag),1.0
Sweet Chinese Cabbage,0.448
Luosi Pepper (Bag),1.0
Garden Chrysanthemum,0.251
Wuhu Green Pepper (1),0.213
Yunnan Leaf Lettuce (Bag),1.0
Zhijiang Qinggengsanhua,0.393
Zhijiang Qinggengsanhua,0.753
Spinach (Bag),1.0
Zhijiang Qinggengsanhua,0.579
Xiaoqingcai (Bag),1.0
Red Hot Peppers (Bag),1.0
Honghu Lotus Root Powder (Fenou),1.0
Xiaoqingcai (Bag),1.0
Jigu (Bag),1.0
Xiaozhoupi (Bag),1.0
The Local Yellow Youcai,0.108
Needle Mushroom (2),0.464
Xixia Black Mushroom (1),0.341
Fresh Edible Fungus (Bag),1.0
Spinach (Bag),1.0
Xiaozhoupi (Bag),1.0
Caixin (Bag),1.0
Millet Pepper (Bag),1.0
Broccoli,0.46
Net Lotus Root (3),0.423
Wuhu Green Pepper (1),0.188
Huangxincai (2),0.475
Honghu Lotus Root Powder (Fenou),1.0
Zhijiang Qinggengsanhua,0.491
Spinach (Bag),1.0
Zhijiang Qinggengsanhua,0.338
Jigu (Bag),1.0
Luosi Pepper (Bag),1.0
The Local Yellow Youcai,0.27
Zhijiang Qinggengsanhua,0.491
Wuhu Green Pepper (1),0.307
Honghu Lotus Root Powder (Fenou),1.0
Zhijiang Qinggengsanhua,0.535
Honghu Lotus Root Powder (Fenou),1.0
The Local Yellow Youcai,0.54
Sweet Chinese Cabbage,0.808
Xixia Black Mushroom (1),0.243
Zhijiang Qinggengsanhua,0.491
The Local Yellow Youcai,0.414
Wuhu Green Pepper (1),0.226
Yunnan Leaf Lettuce (Bag),1.0
Broccoli,0.351
Yunnan Lettuce (Bag),1.0
Zhijiang Qinggengsanhua,0.393
Zhuyecai,0.53
Xiaoqingcai (Bag),1.0
Wuhu Green Pepper (1),0.332
Broccoli,0.368
Zhijiang Qinggengsanhua,0.546
Zhijiang Qinggengsanhua,0.666
Huangbaicai (2),0.319
Huangbaicai (2),0.235
Huangbaicai (2),0.285
Huangbaicai (2),0.436
Xixia Black Mushroom (1),0.42
Millet Pepper (Bag),1.0
Cabbage Stem (Bag),1.0
Yunnan Leaf Lettuce (Bag),1.0
Xixia Black Mushroom (1),0.13
Green And Red Hang Pepper Mix (Bag),1.0
Fresh Edible Fungus (Bag),1.0
Zhijiang Qinggengsanhua,0.437
Xiaozhoupi (Bag),1.0
Cabbage Stem (Bag),1.0
Zhijiang Qinggengsanhua,0.59
The Local Yellow Youcai,0.522
Spinach (Bag),1.0
Wuhu Green Pepper (1),0.62
Yunnan Leaf Lettuce (Bag),1.0
Yunnan Leaf Lettuce (Bag),1.0
Needle Mushroom (2),0.517
Xixia Black Mushroom (1),0.279
Broccoli,0.36
Yunnan Lettuce (Bag),1.0
Xixia Black Mushroom (1),0.246
Ginger And Xiaomijiao Mix (Small Bag),1.0
Yunnan Lettuce (Bag),1.0
Broccoli,0.418
Xixia Black Mushroom (1),0.214
Yunnan Leaf Lettuce (Bag),1.0
Wuhu Green Pepper (1),0.307
Cabbage Stem (Bag),1.0
Honghu Lotus Root Powder (Fenou),1.0
Xiaoqingcai (Bag),1.0
Garden Chrysanthemum,0.54
Broccoli,0.376
Net Lotus Root (3),0.344
Net Lotus Root (3),0.648
Cabbage Stem (Bag),1.0
Huangbaicai (2),0.571
Huangbaicai (2),0.453
Huangxincai (2),0.293
Zhijiang Qinggengsanhua,0.48
Zhijiang Qinggengsanhua,0.415
Zhijiang Qinggengsanhua,0.317
Luosi Pepper (Bag),1.0
Caidian Quinoa Artemisia,0.283
Honghu Lotus Root Powder (Fenou),1.0
Jigu (Bag),1.0
Xixia Black Mushroom (1),0.167
Zhijiang Qinggengsanhua,0.404
Wuhu Green Pepper (1),0.088
Apricot Bao Mushroom (2),0.241
Needle Mushroom (Box),1.0
Caidian Quinoa Artemisia,0.308
Wuhu Green Pepper (1),0.395
Xixia Black Mushroom (1),0.319
Broccoli,0.301
Wuhu Green Pepper (1),0.295
Muercai,0.543
Needle Mushroom (Box),1.0
Xiaozhoupi (Bag),1.0
Garden Chrysanthemum,0.264
Wuhu Green Pepper (1),0.169
Xixia Black Mushroom (1),0.236
Caidian Quinoa Artemisia,0.313
Apricot Bao Mushroom (2),0.308
Xiaoqingcai (Bag),1.0
Yunnan Leaf Lettuce (Bag),1.0
Yunnan Lettuce (Bag),1.0
Yunnan Lettuce (Bag),1.0
Garden Chrysanthemum,0.641
Xixia Black Mushroom (1),0.261
Xiaoqingcai (Bag),1.0
Zhijiang Qinggengsanhua,0.742
Yunnan Lettuce (Bag),1.0
The Local Yellow Youcai,0.342
Net Lotus Root (3),0.979
Spinach (Bag),1.0
Net Lotus Root (3),0.675
Wuhu Green Pepper (1),0.276
Zhijiang Qinggengsanhua,0.393
The Local Yellow Youcai,0.558
The Local Yellow Youcai,0.63
Xixia Black Mushroom (1),0.236
Zhijiang Qinggengsanhua,0.448
Needle Mushroom (Box),1.0
Broccoli,0.368
Zhijiang Qinggengsanhua,0.415
Xiaoqingcai (Bag),1.0
Xixia Black Mushroom (1),0.188
Broccoli,0.293
Xixia Black Mushroom (1),0.225
Hongshujian,0.278
Zhijiang Qinggengsanhua,0.491
Spinach (Bag),1.0
Garden Chrysanthemum,0.54
Haixian Mushroom (Bag),1.0
Yunnan Lettuce (Bag),1.0
Millet Pepper (Bag),1.0
Xiaoqingcai (Bag),1.0
Spinach (Bag),1.0
Yunnan Lettuce (Bag),1.0
Xixia Black Mushroom (1),0.214
Needle Mushroom (Box),1.0
Yunnan Leaf Lettuce (Bag),1.0
Ginger And Xiaomijiao Mix (Small Bag),1.0
Apricot Bao Mushroom (2),0.254
Xiaozhoupi (Bag),1.0
Xixia Black Mushroom (1),0.246
Wuhu Green Pepper (1),0.219
Broccoli,0.293
Yunnan Lettuce (Bag),1.0
Yunnan Leaf Lettuce (Bag),1.0
Zhuyecai,0.429
Cabbage Stem (Bag),1.0
Huangxincai (2),0.447
Honghu Lotus Root Powder (Fenou),1.0
Honghu Lotus Root Powder (Fenou),1.0
Broccoli,0.326
Yunnan Leaf Lettuce (Bag),1.0
Xiaoqingcai (Bag),1.0
Haixian Mushroom (Bag),1.0
Luosi Pepper (Bag),1.0
Cabbage Stem (Bag),1.0
Haixian Mushroom (Bag),1.0
Broccoli,0.426
Needle Mushroom (Box),1.0
Xixia Black Mushroom (1),0.087
Broccoli,0.56
Broccoli,0.326
Broccoli,0.36
Xixia Black Mushroom (1),0.149
Cabbage Stem (Bag),1.0
Yunnan Lettuce (Bag),1.0
Hongshujian,0.581
Broccoli,0.368
Broccoli,0.368
Xixia Black Mushroom (1),0.25
Zhijiang Qinggengsanhua,0.666
Broccoli,0.368
Huangxincai (2),0.531
Millet Pepper (Bag),1.0
Broccoli,0.276
Cabbage Stem (Bag),1.0
Sweet Chinese Cabbage,0.404
Millet Pepper (Bag),1.0
Broccoli,0.318
Garden Chrysanthemum,0.302
Zhijiang Qinggengsanhua,0.6
Needle Mushroom (Box),1.0
Zhijiang Qinggengsanhua,0.546
Caixin (Bag),1.0
Green And Red Hang Pepper Mix (Bag),1.0
Luosi Pepper (Bag),1.0
Zhijiang Qinggengsanhua,0.59
Spinach (Bag),1.0
Wuhu Green Pepper (1),0.451
Huangxincai (2),0.503
Haixian Mushroom (Bag),1.0
Shanghai Green (Bag),1.0
Hongshujian,0.581
Zhijiang Qinggengsanhua,0.404
Zhijiang Qinggengsanhua,0.644
Yunnan Lettuce (Bag),1.0
Zhijiang Qinggengsanhua,0.404
Zhijiang Qinggengsanhua,0.557
Xiaoqingcai (Bag),1.0
Xiaoqingcai (Bag),1.0
Xiaoqingcai (Bag),1.0
Luosi Pepper (Bag),1.0
Fresh Edible Fungus (Bag),1.0
Red Pepper (2),0.258
Foreign Garland Chrysanthemum  (Bag),1.0
Wuhu Green Pepper (1),0.194
Garden Chrysanthemum,0.415
Zhijiang Qinggengsanhua,0.699
Yunnan Leaf Lettuce (Bag),1.0
Broccoli,0.61
Haixian Mushroom (Bag),1.0
Millet Pepper (Bag),1.0
Yunnan Leaf Lettuce (Bag),1.0
Xixia Black Mushroom (1),0.091
Luosi Pepper (Bag),1.0
Zhijiang Qinggengsanhua,0.317
Zhijiang Qinggengsanhua,0.426
Millet Pepper (Bag),1.0
Needle Mushroom (2),0.506
Huangxincai (2),0.335
Jigu (Bag),1.0
Jigu (Bag),1.0
The Local Yellow Youcai,0.504
Luosi Pepper (Bag),-1.0
Zhijiang Qinggengsanhua,-0.426
Zhijiang Qinggengsanhua,-0.317
Wuhu Green Pepper (1),0.489
Zhijiang Qinggengsanhua,0.579
Zhijiang Qinggengsanhua,0.6
Zhijiang Qinggengsanhua,0.426
Luosi Pepper (Bag),1.0
Zhijiang Qinggengsanhua,0.317
Zhijiang Qinggengsanhua,0.426
